,id,title,authors,venue,year
1293,672188,Dynamic Pipeline Scheduling for Improving Interactive Query Performance,"Tolga Urhan, Michael J. Franklin",Very Large Data Bases,2001
1294,672187,Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,"Atsuyuki Morishima, Seiichi Koizumi, Hiroyuki Kitagawa, Satoshi Takano",Very Large Data Bases,2001
1295,672186,The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,"Jos&#233; Luis Ambite, Craig A. Knoblock, Mohammad R. Kolahdouzan, Maria Muslea, Cyrus Shahabi, Snehal Thakkar",Very Large Data Bases,2001
1296,672192,Views in a Large Scale XML Repository,"Sophie Cluet, Pierangelo Veltri, Dan Vodislav",Very Large Data Bases,2001
1297,176569,Automated resolution of semantic heterogeneity in multidatabases,"M. W. Bright, A. R. Hurson, S. Pakzad",ACM Transactions on Database Systems (TODS) ,1994
1298,672193,Comparing Hybrid Peer-to-Peer Systems,"Beverly Yang, Hector Garcia-Molina",Very Large Data Bases,2001
1299,176570,Using semantic values to facilitate interoperability among heterogeneous information systems,"Edward Sciore, Michael Siegel, Arnon Rosenthal",ACM Transactions on Database Systems (TODS) ,1994
1300,672190,"Improving Business Process Quality through Exception Understanding, Prediction, and Prevention","Daniela Grigori, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan",Very Large Data Bases,2001
1301,174642,On completeness of historical relational query languages,"James Clifford, Albert Croker, Alexander Tuzhilin",ACM Transactions on Database Systems (TODS) ,1994
1302,672191,Generic Schema Matching with Cupid,"Jayant Madhavan, Philip A. Bernstein, Erhard Rahm",Very Large Data Bases,2001
1303,176568,Tools and transformations-rigorous and otherwise-for practical database design,"Arnon Rosenthal, David Reiner",ACM Transactions on Database Systems (TODS) ,1994
1304,672197,An Evaluation of Generic Bulk Loading Techniques,"Jochen Van den Bercken, Bernhard Seeger",Very Large Data Bases,2001
1305,181551,In memory of Bob Kooi (1951-1993),Michael Stonebraker,ACM SIGMOD Record ,1994
1306,672198,Fast Evaluation Techniques for Complex Similarity Queries,"Klemens B&#246;hm, Michael Mlivoncic, Hans-J&#246;rg Schek, Roger Weber",Very Large Data Bases,2001
1307,181552,Observations on the ODMG-93 proposal for an object-oriented database language,Won Kim,ACM SIGMOD Record ,1994
1308,672194,Visual Web Information Extraction with Lixto,"Robert Baumgartner, Sergio Flesca, Georg Gottlob",Very Large Data Bases,2001
1309,176571,Amalgamating knowledge bases,V. S. Subrahmanian,ACM Transactions on Database Systems (TODS) ,1994
1310,672195,WebFilter: A High-throughput XML-based Publish and Subscribe System,"Jo&#227;o Pereira, Fran&#231;oise Fabret, Hans-Arno Jacobsen, Fran&#231;ois Llirbat, Dennis Shasha",Very Large Data Bases,2001
1311,176573,Index structures for selective dissemination of information under the Boolean model,"Tak W. Yan, H&#233;ctor Garc&#237;a-Molina",ACM Transactions on Database Systems (TODS) ,1994
1312,672201,Ontology-based Support for Digital Government,"Athman Bouguettaya, Ahmed K. Elmagarmid, Brahim Medjahed, M. Ouzzani",Very Large Data Bases,2001
1313,672202,A Fast Index for Semistructured Data,"Brian Cooper, Neal Sample, Michael J. Franklin, Gisli R. Hjaltason, Moshe Shadmon",Very Large Data Bases,2001
1314,672199,The Propel Distributed Services Platform,"Michael J. Carey, Steve Kirsch, Mary Roth, Bert Van der Linden, Nicolas Adiba, Michael Blow, Daniela Florescu, David Li, Ivan Oprencak, Rajendra Panwar, Runping Qi, David Rieber, John C. Shafer, Brian Sterling, Tolga Urhan, Brian Vickery, Dan Wineman, Kuan Yee",Very Large Data Bases,2001
1315,672200,Approximate String Joins in a Database (Almost) for Free,"Luis Gravano, Panagiotis G. Ipeirotis, H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Divesh Srivastava",Very Large Data Bases,2001
1316,672205,Change-Centric Management of Versions in an XML Warehouse,"Am&#233;lie Marian, Serge Abiteboul, Gregory Cobena, Laurent Mignet",Very Large Data Bases,2001
1317,174640,A taxonomy for secure object-oriented databases,"Martin S. Olivier, Sebastiaan H. von Solms",ACM Transactions on Database Systems (TODS) ,1994
1318,672206,VXMLR: A Visual XML-Relational Database System,"Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wenyun Ji, Zengping Tian",Very Large Data Bases,2001
1319,174641,A modified random perturbation method for database security,"Patrick Tendick, Norman Matloff",ACM Transactions on Database Systems (TODS) ,1994
1320,672203,Querying XML Views of Relational Data,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",Very Large Data Bases,2001
1321,672204,Hyperqueries: Dynamic Distributed Query Processing on the Internet,"Alfons Kemper, Christian Wiesner",Very Large Data Bases,2001
1322,174639,Altruistic locking,"Kenneth Salem, H&#233;ctor Garc&#237;a-Molina, Jeannie Shands",ACM Transactions on Database Systems (TODS) ,1994
1323,672208,WARLOCK: A Data Allocation Tool for Parallel Warehouses,"Thomas St&#246;hr, Erhard Rahm",Very Large Data Bases,2001
1324,672207,Discovery of Influence Sets in Frequently Updated Databases,"Ioana Stanoi, Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",Very Large Data Bases,2001
1325,672210,Operating System Extensions for the Teradata Parallel VLDB,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,2001
1326,672209,Query Engines for Web-Accessible XML Data,"Leonidas Fegaras, Ramez Elmasri",Very Large Data Bases,2001
1327,672212,Warehousing Workflow Data: Challenges and Opportunities,"Angela Bonifati, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan",Very Large Data Bases,2001
1328,672211,"Business Process Coordination: State of the Art, Trends, and Open Issues","Umeshwar Dayal, Meichun Hsu, Rivka Ladin",Very Large Data Bases,2001
1329,672215,Analyzing Quantitative Databases: Image is Everything,"Amihood Amir, Reuven Kashi, Nathan S. Netanyahu",Very Large Data Bases,2001
1330,672213,Tavant System Architecture for Sell-side Channel Management,"Srinivasa Narayanan, Subbu N. Subramanian",Very Large Data Bases,2001
1331,672217,Efficient Progressive Skyline Computation,"Kian-Lee Tan, Pin-Kwang Eng, Beng Chin Ooi",Very Large Data Bases,2001
1332,672216,A Formal Perspective on the View Selection Problem,"Rada Chirkova, Alon Y. Halevy, Dan Suciu",Very Large Data Bases,2001
1333,672348,Online Scaling in a Highly Available Database,"Svein Erik Bratsberg, Rune Humborstad",Very Large Data Bases,2001
1334,672347,Dynamic Update Cube for Range-sum Queries,"Seok-Ju Chun, Chin-Wan Chung, Ju-Hong Lee, Seok-Lyong Lee",Very Large Data Bases,2001
1335,672350,Functional Properties of Information Filtering,"Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio",Very Large Data Bases,2001
1336,672349,LEO - DB2's LEarning Optimizer,"Michael Stillger, Guy M. Lohman, Volker Markl, Mokhtar Kandil",Very Large Data Bases,2001
1337,672352,Storage Service Providers: a Solution for Storage Management? (Panel),"Banu &#214;zden, Eran Gabber, Bruce Hillyer, Wee Teck Ng, Elizabeth A. M. Shriver, David J. DeWitt, Bruce Gordon, Jim Gray, John Wilkes",Very Large Data Bases,2001
1338,672351,Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,Phillip B. Gibbons,Very Large Data Bases,2001
1339,672353,Are Web Services the Next Revolution in e-Commerce? (Panel),"Shalom Tsur, Serge Abiteboul, Rakesh Agrawal, Umeshwar Dayal, Johannes Klein, Gerhard Weikum",Very Large Data Bases,2001
1340,672354,SMOOTH - A Distributed Multimedia Database System,"Harald Kosch, L&#225;szl&#243; B&#246;sz&#246;rm&#233;nyi, Alexander Bachlechner, Christian Hanin, Christian Hofbauer, Margit Lang, Carmen Riedler, Roland Tusch",Very Large Data Bases,2001
1341,672355,Navigating large-scale semi-structured data in business portals,"Man Abrol, Neil Latarche, Uma Mahadevan, Jianchang Mao, Rajat Mukherjee, Prabhakar Raghavan, Michel Tourn, John Wang, Grace Zhang",Very Large Data Bases,2001
1342,672356,Approximate Query Processing: Taming the TeraBytes,"Minos N. Garofalakis, Phillip B. Gibbon",Very Large Data Bases,2001
1343,672357,User-Optimizer Communication using Abstract Plans in Sybase ASE,"Mihnea Andrei, Patrick Valduriez",Very Large Data Bases,2001
1344,672358,C2P: Clustering based on Closest Pairs,"Alexandros Nanopoulos, Yannis Theodoridis, Yannis Manolopoulos",Very Large Data Bases,2001
1345,672360,Caching Technologies for Web Applications,C. Mohan,Very Large Data Bases,2001
1346,672361,Developing an Indexing Scheme for XML Document Collection using the Oracle8i Extensibility Framework,"Seema Sundara, Ying Hu, Timothy Chorma, Nipun Agarwal, Jagannathan Srinivasan",Very Large Data Bases,2001
1347,672362,Update Propagation Strategies for Improving the Quality of Data on the Web,"Alexandros Labrinidis, Nick Roussopoulos",Very Large Data Bases,2001
1348,672363,MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,"Yufei Tao, Dimitris Papadias",Very Large Data Bases,2001
1349,672364,A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration,"Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman",Very Large Data Bases,2001
1350,672365,Supporting Incremental Join Queries on Ranked Inputs,"Apostol Natsev, Yuan-Chi Chang, John R. Smith, Chung-Sheng Li, Jeffrey Scott Vitter",Very Large Data Bases,2001
1351,672366,Intelligent Rollups in Multidimensional OLAP Data,"Gayatri Sathe, Sunita Sarawagi",Very Large Data Bases,2001
1352,672367,Weaving Relations for Cache Performance,"Anastassia Ailamaki, David J. DeWitt, Mark D. Hill, Marios Skounakis",Very Large Data Bases,2001
1353,672368,Answering XML Queries on Heterogeneous Data Sources,"Ioana Manolescu, Daniela Florescu, Donald Kossmann",Very Large Data Bases,2001
1354,672369,Architectures for Internal Web Services Deployment,Oded Shmueli,Very Large Data Bases,2001
1355,671860,CheeTah: a Lightweight Transaction Server for Plug-and-Play Internet Data Management,"Guy Pardon, Gustavo Alonso",Very Large Data Bases,2000
1356,671859,Concurrency in the Data Warehouse,Richard Taylor,Very Large Data Bases,2000
1357,671858,Evolution of Groupware for Business Applications: A Database Perspective on Lotus Domino/Notes,"C. Mohan, Ron Barber, S. Watts, A. Somani, Markos Zaharioudakis",Very Large Data Bases,2000
1358,671857,"Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)","Meridith A. Lane, James L. Edwards, Ebbe Nielsen",Very Large Data Bases,2000
1359,671855,"Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication","Bettina Kemme, Gustavo Alonso",Very Large Data Bases,2000
1360,671854,Focused Crawling Using Context Graphs,"Michelangelo Diligenti, Frans Coetzee, Steve Lawrence, C. Lee Giles, Marco Gori",Very Large Data Bases,2000
1361,671853,An Ultra Highly Available DBMS,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, &#216;ystein Torbj&#248;rnsen",Very Large Data Bases,2000
1362,671852,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,"Kaushik Chakrabarti, Sharad Mehrotra",Very Large Data Bases,2000
1363,671868,Hierarchical Compact Cube for Range-Max Queries,"Sin Yeung Lee, Tok Wang Ling, Hua-Gang Li",Very Large Data Bases,2000
1364,671867,Panel: Is Generic Metadata Management Feasible?,"Philip A. Bernstein, Laura M. Haas, Matthias Jarke, Erhard Rahm, Gio Wiederhold",Very Large Data Bases,2000
1365,671866,Linking Business to Deliver Value: A Data Management Challenge,Anand Deshpande,Very Large Data Bases,2000
1366,671865,Building Scalable Internet Applications with Oracle8i Server,"Julie Basu, Jos&#233; Alberto Fern&#225;ndez, Olga Peschansky",Very Large Data Bases,2000
1367,671864,Model-Based Information Integration in a Neuroscience Mediator System,"Bertram Lud&#228;scher, Amarnath Gupta, Maryann E. Martone",Very Large Data Bases,2000
1368,671863,The 3W Model and Algebra for Unified Data Mining,"Theodore Johnson, Laks V. S. Lakshmanan, Raymond T. Ng",Very Large Data Bases,2000
1369,671862,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",Very Large Data Bases,2000
1370,671861,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1",Hans-J&#246;rg Schek,Very Large Data Bases,2000
1371,671875,Optimizing Multi-Feature Queries for Image Databases,"Ulrich G&#252;ntzer, Wolf-Tilo Balke, Werner Kie&#223;ling",Very Large Data Bases,2000
1372,671876,Practical Applications of Triggers and Constraints: Success and Lingering Issues (10-Year Award),"Stefano Ceri, Roberta Cochrane, Jennifer Widom",Very Large Data Bases,2000
1373,671873,Approximating Aggregate Queries about Web Pages via Random Walks,"Ziv Bar-Yossef, Alexander Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz",Very Large Data Bases,2000
1374,671874,Optimizing Queries on Compressed Bitmaps,"Sihem Amer-Yahia, Theodore Johnson",Very Large Data Bases,2000
1375,671871,Work and Information Practices in the Sciences of Biodiversity,Geoffrey C. Bowker,Very Large Data Bases,2000
1376,671872,Integrating the UB-Tree into a Database System Kernel,"Frank Ramsak, Volker Markl, Robert Fenk, Martin Zirkel, Klaus Elhardt, Rudolf Bayer",Very Large Data Bases,2000
1377,671869,Rainbow: Distributed Database System for Classroom Education and Experimental Research,"Abdelsalam Helal, Hua Li",Very Large Data Bases,2000
1378,671870,Telcordia's Database Reconciliation and Data Quality Analysis Tool,"Francesco Caruso, Munir Cochinwala, Uma Ganapathy, Gail Lalk, Paolo Missier",Very Large Data Bases,2000
1379,672009,"Set Containment Joins: The Good, The Bad and The Ugly","Karthikeyan Ramasamy, Jignesh M. Patel, Jeffrey F. Naughton, Raghav Kaushik",Very Large Data Bases,2000
1380,672010,What Happens During a Join? Dissecting CPU and Memory Optimization Effects,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",Very Large Data Bases,2000
1381,672007,"Social, Educational, and Governmental Change Enabled through Information Technology","Krithi Ramamritham, Yeha El Atfi, Carlo Batini, Michael Eitan, Valerie Gregg, D. B. Phatak",Very Large Data Bases,2000
1382,672008,Design and Implementation of a Genetic-Based Algorithm for Data Mining,Sunil Choenni,Very Large Data Bases,2000
1383,672005,Manipulating Interpolated Data is Easier than You Thought,"St&#233;phane Grumbach, Philippe Rigaux, Luc Segoufin",Very Large Data Bases,2000
1384,672006,Temporal Queries in OLAP,"Alberto O. Mendelzon, Alejandro A. Vaisman",Very Large Data Bases,2000
1385,671877,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,"Chris Olston, Jennifer Widom",Very Large Data Bases,2000
1386,672004,Oracle8i Index-Organized Table and Its Application to New Domains,"Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Eugene Inseok Chong, Mahesh Jagannath, Aravind Yalamanchi, Ramkumar Krishnan, Anh-Tuan Tran, Samuel DeFazio, Jayanta Banerjee",Very Large Data Bases,2000
1387,672016,Hypothetical Queries in an OLAP Environment,"Andrey Balmin, Thanos Papadimitriou, Yannis Papakonstantinou",Very Large Data Bases,2000
1388,672015,Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,"Gladys A. Cotter, Barbara T. Bauldock",Very Large Data Bases,2000
1389,672018,Demonstration: Enabling Scalable Online Personalization on the Web,"Kaushik Dutta, Anindya Datta, Debra E. VanderMeer, Krithi Ramamritham, Helen M. Thomas",Very Large Data Bases,2000
1390,672017,ICICLES: Self-Tuning Samples for Approximate Query Answering,"Venkatesh Ganti, Mong-Li Lee, Raghu Ramakrishnan",Very Large Data Bases,2000
1391,672012,E.piphany Epicenter Technology Overview,Sridhar Ramaswamy,Very Large Data Bases,2000
1392,672011,Dynamic Maintenance of Wavelet-Based Histograms,"Yossi Matias, Jeffrey Scott Vitter, Min Wang",Very Large Data Bases,2000
1393,672014,Information Integration: The MOMIS Project Demonstration,"Domenico Beneventano, Sonia Bergamaschi, Silvana Castano, Alberto Corni, R. Guidetti, G. Malvezzi, Michele Melchiori, Maurizio Vincini",Very Large Data Bases,2000
1394,672013,Computing Geographical Scopes of Web Resources,"Junyan Ding, Luis Gravano, Narayanan Shivakumar",Very Large Data Bases,2000
1395,672024,Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Very Large Data Bases,2001
1396,672023,AgFlow: Agent-based Cross-Enterprise Workflow Management System,"Liangzhao Zeng, Boualem Benatallah, Phuong Nguyen, Anne H. H. Ngu",Very Large Data Bases,2001
1397,672026,FeedbackBypass: A New Approach to Interactive Similarity Query Processing,"Ilaria Bartolini, Paolo Ciaccia, Florian Waas",Very Large Data Bases,2001
1398,672025,Crawling the Hidden Web,"Sriram Raghavan, Hector Garcia-Molina",Very Large Data Bases,2001
1399,672020,Caching Strategies for Data-Intensive Web Sites,"Khaled Yagoub, Daniela Florescu, Val&#233;rie Issarny, Patrick Valduriez",Very Large Data Bases,2000
1400,672019,Novel Approaches in Query Processing for Moving Object Trajectories,"Dieter Pfoser, Christian S. Jensen, Yannis Theodoridis",Very Large Data Bases,2000
1401,672022,Approximate Query Translation Across Heterogeneous Information Sources,"Kevin Chen-Chuan Chang, Hector Garcia-Molina",Very Large Data Bases,2000
1402,672021,The BT-tree: A Branched and Temporal Access Method,"Linan Jiang, Betty Salzberg, David B. Lomet, Manuel Barrena Garc&#237;a",Very Large Data Bases,2000
1403,672032,A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space,"Leonard Brown, Le Gruenwald",Very Large Data Bases,2001
1404,672033,"Et tu, XML? The downfall of the relational empire (abstract)",Philip Wadler,Very Large Data Bases,2001
1405,672034,Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,"Ashraf Aboulnaga, Alaa R. Alameldeen, Jeffrey F. Naughton",Very Large Data Bases,2001
1406,672035,Indexing and Querying XML Data for Regular Path Expressions,"Quanzhong Li, Bongki Moon",Very Large Data Bases,2001
1407,672027,Transaction Timestamping in (Temporal) Databases,"Christian S. Jensen, David B. Lomet",Very Large Data Bases,2001
1408,672028,Efficient Index Structures for String Databases,"Tamer Kahveci, Ambuj K. Singh",Very Large Data Bases,2001
1409,672029,Lineage Tracing for General Data Warehouse Transformations,"Yingwei Cui, Jennifer Widom",Very Large Data Bases,2001
1410,672030,A Database Index to Large Biological Sequences,"Ela Hunt, Malcolm P. Atkinson, Robert W. Irving",Very Large Data Bases,2001
1411,672042,"Declarative Data Cleaning: Language, Model, and Algorithms","Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon, Cristian-Augustin Saita",Very Large Data Bases,2001
1412,672043,A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services,"Reza Sadri, Carlo Zaniolo, Amir M. Zarkesh, Jafar Adibi",Very Large Data Bases,2001
1413,672044,Storage and Retrieval of XML Data Using Relational Databases,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,2001
1414,672045,Potter's Wheel: An Interactive Data Cleaning System,"Vijayshankar Raman, Joseph M. Hellerstein",Very Large Data Bases,2001
1415,672036,LoPiX: A System for XML Data Integration and Manipulation,Wolfgang May,Very Large Data Bases,2001
1416,672039,SIT-IN: a Real-Life Spatio-Temporal Information System,"Giuseppe Sindoni, Leonardo Tininini, Amedea Ambrosetti, Cristina Bedeschi, Stefano De Francisci, Orietta Gargano, Rossella Molinaro, Mario Paolucci, Paola Patteri, Pina Ticca",Very Large Data Bases,2001
1417,672040,Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites,"Wen-Syan Li, K. Sel&#231;uk Candan, Wang-Pin Hsiung, Oliver Po, Divyakant Agrawal, Qiong Luo, Wei-Kuang Waine Huang, Yusuf Akca, Cemal Yilmaz",Very Large Data Bases,2001
1418,672041,Form-Based Proxy Caching for Database-Backed Web Sites,"Qiong Luo, Jeffrey F. Naughton",Very Large Data Bases,2001
1419,673003,NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System,"Christine Collet, Thierry Coupaye, T. Svensen",Very Large Data Bases,1994
1420,673004,Relating Distributed Objects,"Bruce E. Martin, R. G. G. Cattell",Very Large Data Bases,1994
1421,673001,Hilbert R-tree: An Improved R-tree using Fractals,"Ibrahim Kamel, Christos Faloutsos",Very Large Data Bases,1994
1422,673002,An Algebraic Approach to Rule Analysis in Expert Database Systems,"Elena Baralis, Jennifer Widom",Very Large Data Bases,1994
1423,673007,Declustering Databases on Heterogeneous Disk Systems,"Ling Tony Chen, Doron Rotem, Sidhar Seshadri",Very Large Data Bases,1995
1424,673130,Improving Performance in Replicated Databases through Relaxed Coherency,"Rainer Gallersd&#246;rfer, Matthias Nicola",Very Large Data Bases,1995
1425,673005,Towards Automated Performance Tuning for Complex Workloads,"Kurt P. Brown, Manish Mehta, Michael J. Carey, Miron Livny",Very Large Data Bases,1994
1426,673006,Near Neighbor Search in Large Metric Spaces,Sergey Brin,Very Large Data Bases,1995
1427,672995,The hcC-tree: An Efficient Index Structure for Object Oriented Databases,"B. Sreenath, S. Seshadri",Very Large Data Bases,1994
1428,672996,2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,"Theodore Johnson, Dennis Shasha",Very Large Data Bases,1994
1429,672993,User Interfaces; Who Cares?,Stefano Spaccapietra,Very Large Data Bases,1994
1430,672994,"Composite Events for Active Databases: Semantics, Contexts and Detection","Sharma Chakravarthy, V. Krishnaprasad, Eman Anwar, S.-K. Kim",Very Large Data Bases,1994
1431,672999,PC Database Systems - Present and Future,Philip A. Bernstein,Very Large Data Bases,1994
1432,673000,Dali: A High Performance Main Memory Storage Manager,"H. V. Jagadish, Daniel F. Lieuwen, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",Very Large Data Bases,1994
1433,672997,Materialization: A Powerful and Ubiquitous Abstraction Pattern,"Alain Pirotte, Esteban Zim&#225;nyi, David Massart, Tatiana Yakusheva",Very Large Data Bases,1994
1434,672998,Scientific Databases - State of the Art and Future Directions,"Maria Zemankova, Yannis E. Ioannidis",Very Large Data Bases,1994
1435,673142,Towards a Cooperative Transaction Model - The Cooperative Activity Model,"Marek Rusinkiewicz, Wolfgang Klas, Thomas Tesch, J&#252;rgen W&#228;sch, Peter Muth",Very Large Data Bases,1995
1436,673141,A Product Specification Database for Visual Prototyping,"Kazutoshi Sumiya, Kouichi Yasutake, Hirohiko Tanaka, Norio Sanada, Yoshihiko Imai",Very Large Data Bases,1995
1437,673140,Managing a DB2 Parallel Edition Database,Gilles Fecteau,Very Large Data Bases,1995
1438,673139,The Fittest Survives: An Adaptive Approach to Query Optimization,"Hongjun Lu, Kian-Lee Tan, Son Dao",Very Large Data Bases,1995
1439,673146,Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,"A. Prasad Sistla, Clement T. Yu, Chengwen Liu, King Liu",Very Large Data Bases,1995
1440,673145,Generalized Search Trees for Database Systems,"Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer",Very Large Data Bases,1995
1441,673144,A Scalable Architecture for Autonomous Heterogeneous Database Interactions,"Steven Milliner, Athman Bouguettaya, Mike P. Papazoglou",Very Large Data Bases,1995
1442,673143,Coloring Away Communication in Parallel Query Optimization,"Waqar Hasan, Rajeev Motwani",Very Large Data Bases,1995
1443,673134,Discovery of Multiple-Level Association Rules from Large Databases,"Jiawei Han, Yongjian Fu",Very Large Data Bases,1995
1444,673133,Document Management as a Database Problem,Rudolf Bayer,Very Large Data Bases,1995
1445,673132,BigSur: A System For the Management of Earth Science Data,"Paul Brown, Michael Stonebraker",Very Large Data Bases,1995
1446,673131,Value-cognizant Speculative Concurrency Control,"Azer Bestavros, Spyridon Braoudakis",Very Large Data Bases,1995
1447,673138,Procedures in Object-Oriented Query Languages,"Kazimierz Subieta, Yahiko Kambayashi, Jacek Leszczylowski",Very Large Data Bases,1995
1448,673137,A Non-Uniform Data Fragmentation Strategy for Parallel Main-Menory Database Systems,"N. Bassiliades, Ioannis P. Vlahavas",Very Large Data Bases,1995
1449,673136,"The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response","Svein-Olaf Hvasshovd, &#216;ystein Torbj&#248;rnsen, Svein Erik Bratsberg, Per Holager",Very Large Data Bases,1995
1450,673135,Benchmarking Spatial Join Operations with Spatial Output,"Erik G. Hoel, Hanan Samet",Very Large Data Bases,1995
1451,673155,"Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases","Rakesh Agrawal, King-Ip Lin, Harpreet S. Sawhney, Kyuseok Shim",Very Large Data Bases,1995
1452,673156,The Oracle Warehouse,Gary Hallmark,Very Large Data Bases,1995
1453,673157,Querying Shapes of Histories,"Rakesh Agrawal, Giuseppe Psaila, Edward L. Wimmers, Mohamed Za&#239;t",Very Large Data Bases,1995
1454,673158,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,"Kun-Lung Wu, Philip S. Yu, Jen-Yao Chung, James Z. Teng",Very Large Data Bases,1995
1455,673159,Query Processing in Tertiary Memory Databases,Sunita Sarawagi,Very Large Data Bases,1995
1456,673160,A Data Transformation System for Biological Data Sources,"Peter Buneman, Susan B. Davidson, Kyle Hart, G. Christian Overton, Limsoon Wong",Very Large Data Bases,1995
1457,673161,"DB2 Common Server: Technology, Progress, &; Directions",Bruce G. Lindsay,Very Large Data Bases,1995
1458,673163,Dynamic Multi-Resource Load Balancing in Parallel Database Systems,"Erhard Rahm, Robert Marek",Very Large Data Bases,1995
1459,673147,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",Very Large Data Bases,1995
1460,673148,W3QS: A Query System for the World-Wide Web,"David Konopnicki, Oded Shmueli",Very Large Data Bases,1995
1461,673149,L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,"Frank Moser, Achim Kraiss, Wolfgang Klas",Very Large Data Bases,1995
1462,673150,Aggregate-Query Processing in Data Warehousing Environments,"Ashish Gupta, Venky Harinarayan, Dallan Quass",Very Large Data Bases,1995
1463,673151,Accessing a Relational Database through an Object-Oriented Database Interface,"Jack A. Orenstein, D. N. Kamber",Very Large Data Bases,1995
1464,673152,DB2 Query Parallelism: Staging and Implementation,Yun Wang,Very Large Data Bases,1995
1465,673153,Duplicate Removal in Information System Dissemination,"Tak W. Yan, Hector Garcia-Molina",Very Large Data Bases,1995
1466,673154,Eager Aggregation and Lazy Aggregation,"Weipeng P. Yan, Per-&#197;ke Larson",Very Large Data Bases,1995
1467,673296,OPOSSUM: Desk-Top Schema Management through Customizable Visualization,"Eben M. Haber, Yannis E. Ioannidis, Miron Livny",Very Large Data Bases,1995
1468,673295,Sampling-Based Estimation of the Number of Distinct Values of an Attribute,"Peter J. Haas, Jeffrey F. Naughton, S. Seshadri, Lynne Stokes",Very Large Data Bases,1995
1469,673298,A Practical and Modular Implementation of Extended Transaction Models,"Roger S. Barga, Calton Pu",Very Large Data Bases,1995
1470,673297,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,1995
1471,673300,An Efficient Algorithm for Mining Association Rules in Large Databases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",Very Large Data Bases,1995
1472,673299,Managing Intra-operator Parallelism in Parallel Database Systems,"Manish Mehta, David J. DeWitt",Very Large Data Bases,1995
1473,673302,Efficient Incremental Garbage Collection for Client-Server Object Database Systems,"Laurent Amsaleg, Michael J. Franklin, Olivier Gruber",Very Large Data Bases,1995
1474,673301,Providing Database Migration Tools - A Practicioner's Approach,Andreas Meier,Very Large Data Bases,1995
